,index,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reg__estimator,param_reg__estimator__alpha,param_reg__estimator__l1_ratio,param_reg__estimator__penalty,param_reg__estimator__C,param_reg__estimator__kernel,param_reg__estimator__algorithm,param_reg__estimator__n_neighbors,param_reg__estimator__p,param_reg__estimator__weights,param_reg__estimator__criterion,param_reg__estimator__max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,model
50,50,0.1580972194671631,0.012355874137168073,0.03453593254089356,0.009401890349697592,SGDRegressor(),0.001,,elasticnet,,,,,,,,,"{'reg__estimator': SGDRegressor(), 'reg__estimator__alpha': 0.001, 'reg__estimator__penalty': 'elasticnet'}",-0.24429569362188228,-0.26932075655470383,-0.24985978006930676,-0.2393509212380722,-0.25857215368720343,0.2522798610342337,0.010646560687548075,75,SGDRegressor()
51,51,0.14059200286865234,0.02575938234706952,0.028980588912963866,0.005598854718857651,SGDRegressor(),0.003,,l1,,,,,,,,,"{'reg__estimator': SGDRegressor(), 'reg__estimator__alpha': 0.003, 'reg__estimator__penalty': 'l1'}",-0.2813490426814951,-0.31212315998361295,-0.29551928003930883,-0.27102041518070524,-0.30982187296246727,0.2939667541695179,0.015932302512728647,90,SGDRegressor()
52,52,0.13975224494934083,0.03552717967384862,0.03111433982849121,0.007274750177217811,SGDRegressor(),0.003,,l2,,,,,,,,,"{'reg__estimator': SGDRegressor(), 'reg__estimator__alpha': 0.003, 'reg__estimator__penalty': 'l2'}",-0.2466052453242626,-0.2646262054620892,-0.26147739815233473,-0.23474035201571417,-0.26106435739729916,0.25370271167034,0.011348192865174913,77,SGDRegressor()
53,53,0.1228102684020996,0.011598900068132053,0.027660083770751954,0.00237497878657818,SGDRegressor(),0.003,,elasticnet,,,,,,,,,"{'reg__estimator': SGDRegressor(), 'reg__estimator__alpha': 0.003, 'reg__estimator__penalty': 'elasticnet'}",-0.2540487684518539,-0.272749586175349,-0.25911422991246996,-0.24897650017769343,-0.26552510470592305,0.26008283788465786,0.008375723407543919,81,SGDRegressor()
54,54,0.16230149269104005,0.013104797675992081,0.027915334701538085,0.00551823727286171,SGDRegressor(),0.007,,l1,,,,,,,,,"{'reg__estimator': SGDRegressor(), 'reg__estimator__alpha': 0.007, 'reg__estimator__penalty': 'l1'}",-0.31591959458754304,-0.36177535634187674,-0.33873769608749565,-0.32024321712867554,-0.35366120501190373,0.3380674138314989,0.017966134949510076,96,SGDRegressor()
55,55,0.1472498893737793,0.0054632018353265146,0.026530885696411134,0.0021229431658050402,SGDRegressor(),0.007,,l2,,,,,,,,,"{'reg__estimator': SGDRegressor(), 'reg__estimator__alpha': 0.007, 'reg__estimator__penalty': 'l2'}",-0.25590106907819005,-0.2836773955396897,-0.26791049478028095,-0.23872042679198438,-0.2689125910807109,0.2630243954541712,0.015010102586489845,82,SGDRegressor()
56,56,0.1638211727142334,0.009909177664427792,0.026275825500488282,0.0024508099315755975,SGDRegressor(),0.007,,elasticnet,,,,,,,,,"{'reg__estimator': SGDRegressor(), 'reg__estimator__alpha': 0.007, 'reg__estimator__penalty': 'elasticnet'}",-0.2723724126294467,-0.28927825977225136,-0.2695994918218491,-0.25367146427536275,-0.2764764497694941,0.2722796156536808,0.011489319311573957,85,SGDRegressor()
57,57,0.14725689888000487,0.010312284159827602,0.029509592056274413,0.002820942587148732,SGDRegressor(),0.01,,l1,,,,,,,,,"{'reg__estimator': SGDRegressor(), 'reg__estimator__alpha': 0.01, 'reg__estimator__penalty': 'l1'}",-0.3388444260470429,-0.4015897413914397,-0.3616560938887463,-0.37237758821061495,-0.38912155540517746,0.37271788098860426,0.02178327220681539,99,SGDRegressor()
58,58,0.15957002639770507,0.014799982181480792,0.03129343986511231,0.004281108306649166,SGDRegressor(),0.01,,l2,,,,,,,,,"{'reg__estimator': SGDRegressor(), 'reg__estimator__alpha': 0.01, 'reg__estimator__penalty': 'l2'}",-0.259470870643587,-0.2789917793763365,-0.2655848446699621,-0.23984782725893217,-0.27523552758954367,0.26382616990767227,0.013836124009624676,83,SGDRegressor()
59,59,0.14383835792541505,0.02013403208161478,0.03472256660461426,0.0067921797609493,SGDRegressor(),0.01,,elasticnet,,,,,,,,,"{'reg__estimator': SGDRegressor(), 'reg__estimator__alpha': 0.01, 'reg__estimator__penalty': 'elasticnet'}",-0.2675347435590294,-0.3024073743937395,-0.286101284403152,-0.25984997184031855,-0.29717436580998313,0.28261354800124455,0.016501684924670842,87,SGDRegressor()
60,60,0.1521604061126709,0.016047302510405714,0.03293304443359375,0.007311338204376646,SGDRegressor(),0.03,,l1,,,,,,,,,"{'reg__estimator': SGDRegressor(), 'reg__estimator__alpha': 0.03, 'reg__estimator__penalty': 'l1'}",-0.4442429466954373,-0.4273195503700855,-0.428803327075052,-0.45180552822486886,-0.5097355669002661,0.4523813838531419,0.030133331515253436,123,SGDRegressor()
61,61,0.1252971649169922,0.01664635241359651,0.05136837959289551,0.012606110123113754,SGDRegressor(),0.03,,l2,,,,,,,,,"{'reg__estimator': SGDRegressor(), 'reg__estimator__alpha': 0.03, 'reg__estimator__penalty': 'l2'}",-0.28568812990461484,-0.2990214647931922,-0.28700079289669017,-0.26512672224412404,-0.3116625608078171,0.2896999341292877,0.015469134322400359,89,SGDRegressor()
62,62,0.13714938163757323,0.016273025474326578,0.03725342750549317,0.008935257333316718,SGDRegressor(),0.03,,elasticnet,,,,,,,,,"{'reg__estimator': SGDRegressor(), 'reg__estimator__alpha': 0.03, 'reg__estimator__penalty': 'elasticnet'}",-0.3294259861692205,-0.36828084705998376,-0.3356358732114826,-0.3392137243962663,-0.3616608968171321,0.3468434655308171,0.015272912357766148,97,SGDRegressor()
63,63,0.6037956714630127,0.04229952658710073,0.055568361282348634,0.007203549757908602,SVR(C=0.75),,,,0.25,linear,,,,,,,"{'reg__estimator': SVR(C=0.75), 'reg__estimator__C': 0.25, 'reg__estimator__kernel': 'linear'}",-0.1448604480062399,-0.16144443984931012,-0.18031708755016498,-0.13527016336066525,-0.15248202958555662,0.15487483367038735,0.015367657839767021,23,SVR(C=0.75)
64,64,0.2403801441192627,0.030881075623177486,0.06059122085571289,0.012423401579530579,SVR(C=0.75),,,,0.25,poly,,,,,,,"{'reg__estimator': SVR(C=0.75), 'reg__estimator__C': 0.25, 'reg__estimator__kernel': 'poly'}",-0.1385003822707925,-0.15167000224228636,-0.1544609512279301,-0.1308325798031292,-0.1395638181933474,0.14300554674749713,0.008793431724449699,16,SVR(C=0.75)
65,65,0.2588038921356201,0.017667220386727276,0.05522551536560059,0.006329639970867521,SVR(C=0.75),,,,0.25,rbf,,,,,,,"{'reg__estimator': SVR(C=0.75), 'reg__estimator__C': 0.25, 'reg__estimator__kernel': 'rbf'}",-0.14102806602583892,-0.1430352680305529,-0.13204932293572313,-0.12833446671191265,-0.14949884387723694,0.1387891935162529,0.007648077898993637,7,SVR(C=0.75)
