,index,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reg__estimator,param_reg__estimator__max_depth,param_reg__estimator__n_estimators,param_reg__estimator__learning_rate,param_reg__estimator__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,model
152,152,0.7284159183502197,0.01593409910172422,0.02819995880126953,0.0032191460030718956,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,100,0.05,0.8999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 100, 'reg__estimator__subsample': 0.8999999999999999}",-0.14670285501562455,-0.15451407823211513,-0.12802007420338601,-0.15388804871574382,-0.11077453197177466,0.13877991762772884,0.016962713391464705,115,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
153,153,0.8920389652252197,0.011305442643433462,0.02617344856262207,0.0009980488616749262,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,150,0.05,0.5,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 150, 'reg__estimator__subsample': 0.5}",-0.14445397855374367,-0.14442025597537447,-0.11956095454686974,-0.1381112719258656,-0.10767479817935956,0.1308442518362426,0.014740953233577483,90,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
154,154,0.934248971939087,0.009027697720306819,0.028496837615966795,0.0036401291199244005,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,150,0.05,0.6,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 150, 'reg__estimator__subsample': 0.6}",-0.1404134705414103,-0.14723090869033942,-0.1220103599502412,-0.13944013479016124,-0.10915618515875941,0.13165021182618233,0.013993882218829185,94,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
155,155,0.9628706455230713,0.019569040928333534,0.025480318069458007,0.0003626548446715256,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,150,0.05,0.7,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 150, 'reg__estimator__subsample': 0.7}",-0.14213571965321928,-0.14037487815412258,-0.12457797957931167,-0.13738233639563613,-0.1107725808208378,0.13104869892062548,0.011857535877877216,92,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
156,156,0.9900637149810791,0.006974978850071576,0.02645864486694336,0.0012735200352114238,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,150,0.05,0.7999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 150, 'reg__estimator__subsample': 0.7999999999999999}",-0.13913239433268867,-0.1484166691802112,-0.11848558257593512,-0.13947958501779345,-0.10699566461350864,0.13050197914402742,0.015316384703546947,88,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
157,157,1.0076802730560304,0.01956525084135709,0.02692861557006836,0.0013003052776999792,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,150,0.05,0.8999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 150, 'reg__estimator__subsample': 0.8999999999999999}",-0.14617835177827862,-0.1461630369050264,-0.12008581775468596,-0.14255053282821212,-0.1083378899095292,0.13266312583514647,0.015572896516851713,98,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
158,158,1.2184545040130614,0.022091130273132392,0.029427194595336915,0.0040482169097676695,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,200,0.05,0.5,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 200, 'reg__estimator__subsample': 0.5}",-0.1413901609815884,-0.14437112216114548,-0.11501449563516551,-0.13481416523557002,-0.10816486578063228,0.12875096195882035,0.014511919608219608,67,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
159,159,1.22617564201355,0.03021386320834064,0.028031349182128906,0.0005884566401947833,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,200,0.05,0.6,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 200, 'reg__estimator__subsample': 0.6}",-0.14307916948165988,-0.14493920940374785,-0.1163783056312286,-0.13906479533935057,-0.10641735134144664,0.1299757662394867,0.01560835741092936,82,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
160,160,1.2411560535430908,0.011773762019910063,0.026619958877563476,0.0005546415481295819,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,200,0.05,0.7,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 200, 'reg__estimator__subsample': 0.7}",-0.1426152910246945,-0.1398592895744259,-0.12191398794002227,-0.1356681050768792,-0.10462012555588934,0.12893535983438226,0.014087816709017462,70,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
161,161,1.2732782363891602,0.015727655048442177,0.026006746292114257,0.0019369098272638047,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,200,0.05,0.7999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 200, 'reg__estimator__subsample': 0.7999999999999999}",-0.1393923544656625,-0.1400975188011276,-0.11902155075782114,-0.13809333828347892,-0.10397931078059869,0.12811681461773777,0.01439130996271386,63,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
162,162,1.2801666259765625,0.01326790829996753,0.02661900520324707,0.0009438896022138865,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,200,0.05,0.8999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 200, 'reg__estimator__subsample': 0.8999999999999999}",-0.1365502832329556,-0.14554967787022946,-0.11865500144228883,-0.14087008228111725,-0.10703148217483772,0.12973130540028577,0.014551688565371304,80,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
163,163,1.3679694175720214,0.009089830884388674,0.027399396896362303,0.0013294588419790285,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,250,0.05,0.5,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 250, 'reg__estimator__subsample': 0.5}",-0.14202899083621268,-0.14042598732685796,-0.11406238516988541,-0.13211878534657237,-0.10799166570240225,0.12732556287638613,0.013860002590255363,48,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
164,164,1.4433582782745362,0.013775486235998073,0.030893278121948243,0.005733623255232943,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,250,0.05,0.6,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 250, 'reg__estimator__subsample': 0.6}",-0.1355609551726701,-0.13901895333803413,-0.11623125483165121,-0.13080078850972857,-0.10907729165612243,0.1261378487016413,0.011538318843576994,24,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
165,165,1.4934140205383302,0.01320944654936225,0.02697782516479492,0.0007811539776519538,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,250,0.05,0.7,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 250, 'reg__estimator__subsample': 0.7}",-0.13811233203949436,-0.13662309888845656,-0.1120822726653786,-0.13384863898607038,-0.10517992305840278,0.12516925312756053,0.013746912290017049,10,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
166,166,1.553567886352539,0.012256219293794827,0.02574009895324707,0.0032188765142924154,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,250,0.05,0.7999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 250, 'reg__estimator__subsample': 0.7999999999999999}",-0.14070741331174172,-0.13900223272822074,-0.11751930307539912,-0.13606376818044316,-0.10393237999711807,0.12744501945858455,0.01438823935699571,51,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
167,167,1.5839476108551025,0.017910728916869578,0.028473901748657226,0.0022797854786355946,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,250,0.05,0.8999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 250, 'reg__estimator__subsample': 0.8999999999999999}",-0.13678072851529358,-0.14052624251795798,-0.11352130498681659,-0.13780609995020923,-0.10562918723950775,0.12685271264195702,0.014378261873756787,38,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
168,168,1.6824936389923095,0.033205188570844375,0.029441356658935547,0.0009518470305250173,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,300,0.05,0.5,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 300, 'reg__estimator__subsample': 0.5}",-0.13812698229354162,-0.13649240042629718,-0.11427792051016795,-0.13074072185163654,-0.10834517897332747,0.12559664081099414,0.012065777801710252,14,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
169,169,1.7688167572021485,0.01891418279171801,0.02932009696960449,0.0008150209538415884,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,300,0.05,0.6,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 300, 'reg__estimator__subsample': 0.6}",-0.14168486198057004,-0.13598374241732253,-0.11636958242727878,-0.12840115324027418,-0.10623339711890764,0.12573454743687063,0.012919494971984644,16,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
170,170,1.7917738437652588,0.00471275982968075,0.028389549255371092,0.001424774145263959,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,300,0.05,0.7,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 300, 'reg__estimator__subsample': 0.7}",-0.13752696658427432,-0.1390061050323522,-0.11564166116727734,-0.13569566747568199,-0.10620012426154618,0.1268141049042264,0.013357036521645261,35,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
171,171,1.843885564804077,0.0298682258391529,0.028904819488525392,0.0007540117228753854,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,300,0.05,0.7999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 300, 'reg__estimator__subsample': 0.7999999999999999}",-0.13791241746921046,-0.138352880229748,-0.11655591767543773,-0.13477391089755153,-0.10564990745166225,0.126649006744722,0.013211296388129146,30,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
172,172,1.8768506050109863,0.0279833227258222,0.029113626480102538,0.0025318820010976945,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,300,0.05,0.8999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 300, 'reg__estimator__subsample': 0.8999999999999999}",-0.14083067842901634,-0.1370546586867648,-0.11747399740819753,-0.1345962862741286,-0.1066005202048292,0.1273112282005873,0.013088060044186169,47,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
173,173,1.9820074081420898,0.02612737584963804,0.0298919677734375,0.0013895239661597385,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,350,0.05,0.5,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 350, 'reg__estimator__subsample': 0.5}",-0.1384168571943659,-0.133973315841428,-0.11392603667822508,-0.13096828301165078,-0.10658273814639961,0.12477344617441388,0.012310356785470123,5,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
174,174,2.0741801261901855,0.021140523737083538,0.03060598373413086,0.0032248140363005736,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,350,0.05,0.6,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 350, 'reg__estimator__subsample': 0.6}",-0.13589358601889154,-0.14009212884202563,-0.11864655873567945,-0.13082327821865206,-0.10836992263345625,0.12676509488974097,0.011676480872373931,34,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
175,175,2.092050790786743,0.017112730134559124,0.03170557022094726,0.002387024983753173,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,350,0.05,0.7,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 350, 'reg__estimator__subsample': 0.7}",-0.1388770912877442,-0.13514116271619417,-0.11492871250143191,-0.13492489319602652,-0.10340859883473484,0.12545609170722632,0.013860012169752743,12,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
176,176,2.1111348152160643,0.01916884872177874,0.032714462280273436,0.005438369620788186,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,350,0.05,0.7999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 350, 'reg__estimator__subsample': 0.7999999999999999}",-0.13794468987532,-0.13762879467666378,-0.11481000973212739,-0.1344456060144935,-0.10615513098444102,0.12619684625660915,0.01317629469158683,26,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
177,177,2.1681495666503907,0.045455718063369635,0.03043980598449707,0.003573926830718103,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,350,0.05,0.8999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.05, 'reg__estimator__n_estimators': 350, 'reg__estimator__subsample': 0.8999999999999999}",-0.13742818418659378,-0.13610203267038748,-0.11332990783952004,-0.1348118251590031,-0.10317016701965885,0.12496842337503267,0.014047878687606617,7,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
178,178,0.3870736598968506,0.00649651413810253,0.027287006378173828,0.0012374226799796155,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,50,0.07,0.5,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 50, 'reg__estimator__subsample': 0.5}",-0.15153932519484925,-0.16218666458721204,-0.13648119750036927,-0.1564742802613845,-0.11933167402670593,0.1452026283141042,0.015498586930973614,121,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
179,179,0.4209329605102539,0.014130098116124461,0.029634666442871094,0.005239094828288694,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,50,0.07,0.6,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 50, 'reg__estimator__subsample': 0.6}",-0.16337747810164607,-0.16738734337141364,-0.13497940828394964,-0.1611182376724897,-0.11978725145490023,0.14932994377687986,0.018660521494622974,157,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
180,180,0.4419055461883545,0.01923382487111301,0.02883281707763672,0.004116970187520942,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,50,0.07,0.7,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 50, 'reg__estimator__subsample': 0.7}",-0.15885122335092197,-0.16227031080468746,-0.13615335751919677,-0.16239478104572133,-0.11550065973471767,0.14703406649104905,0.018549854220754586,130,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
181,181,0.4339117527008057,0.009019052605868565,0.037191152572631836,0.005813695204050362,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,50,0.07,0.7999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 50, 'reg__estimator__subsample': 0.7999999999999999}",-0.1596926121179533,-0.1649518589270646,-0.13913456610247582,-0.1623052831066395,-0.11527324872251851,0.14827151379533038,0.01885731366154441,150,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
182,182,0.44028654098510744,0.011904968100190531,0.029503917694091795,0.0046341700118082444,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,50,0.07,0.8999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 50, 'reg__estimator__subsample': 0.8999999999999999}",-0.15320661452153383,-0.1638906239490602,-0.13766641815147243,-0.1633682624917573,-0.1161011491229397,0.1468466136473527,0.018074691460639822,127,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
183,183,0.6712921619415283,0.010392811819251864,0.028061485290527342,0.002473173014405533,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,100,0.07,0.5,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 100, 'reg__estimator__subsample': 0.5}",-0.14124937833043616,-0.15335210031498303,-0.12214916140026173,-0.14101443997221885,-0.10400209568146744,0.13235343513987344,0.01733793759782684,96,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
184,184,0.6975489139556885,0.015820560022045595,0.027474689483642577,0.002941049019264229,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,100,0.07,0.6,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 100, 'reg__estimator__subsample': 0.6}",-0.1418804988009305,-0.14761228507800228,-0.11794145265210985,-0.13822514369730943,-0.10664250377860647,0.13046037680139172,0.015549361955698022,87,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
185,185,0.7073192596435547,0.009468962599912544,0.025809240341186524,0.0005098126369734908,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,100,0.07,0.7,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 100, 'reg__estimator__subsample': 0.7}",-0.14426497905295013,-0.1506657787889301,-0.12362967395568254,-0.14012123999983014,-0.11066251191027214,0.133868836741533,0.01464707172329239,104,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
186,186,0.7328985214233399,0.004238865317398949,0.02631402015686035,0.0009596552106210897,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,100,0.07,0.7999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 100, 'reg__estimator__subsample': 0.7999999999999999}",-0.14395069057374904,-0.15070789037329582,-0.11985628352816696,-0.14136544989297728,-0.10767912677992454,0.13271188822962274,0.016229335283889434,99,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
187,187,0.7500612258911132,0.01108462272183041,0.026246118545532226,0.0013171360412443005,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,100,0.07,0.8999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 100, 'reg__estimator__subsample': 0.8999999999999999}",-0.14217794493768218,-0.14751286415799975,-0.11972986028173654,-0.14535824073159634,-0.10898261790505062,0.1327523056028131,0.015493279198367309,100,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
188,188,0.9065265655517578,0.006137175351634456,0.02903118133544922,0.0028113588887511863,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,150,0.07,0.5,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 150, 'reg__estimator__subsample': 0.5}",-0.1423612373280749,-0.1415925156920652,-0.11527554859783101,-0.13806670681231087,-0.10920693127919522,0.12930058794189545,0.01413487641923614,76,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
189,189,0.9487132549285888,0.01626113837288508,0.02867856025695801,0.0028812012329734724,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,150,0.07,0.6,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 150, 'reg__estimator__subsample': 0.6}",-0.14364579286855947,-0.1347829194578791,-0.11438812210810466,-0.13334107104708387,-0.1070911267497547,0.12664980644627638,0.013657781356897226,31,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
190,190,0.9774620532989502,0.0068502994642138555,0.02810678482055664,0.0026940435488528934,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,150,0.07,0.7,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 150, 'reg__estimator__subsample': 0.7}",-0.13745795189705917,-0.13944015521464317,-0.11970855675926724,-0.13391654943331718,-0.10950318693798373,0.1280052800484541,0.011543097917716965,61,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
191,191,0.9939248561859131,0.012081421187290659,0.02655315399169922,0.0021891892019214572,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,150,0.07,0.7999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 150, 'reg__estimator__subsample': 0.7999999999999999}",-0.1363747933647485,-0.13739202437073098,-0.1193174355490244,-0.1388184143965281,-0.10750489644366065,0.12788151282493854,0.012415726921246257,57,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
192,192,1.0248719215393067,0.010503906323047,0.028875112533569336,0.0029951872241939202,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,150,0.07,0.8999999999999999,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 150, 'reg__estimator__subsample': 0.8999999999999999}",-0.13727293589554856,-0.14223465937047922,-0.12053363714402092,-0.13981395449265555,-0.10394124162585741,0.12875928570571232,0.014559328577644547,68,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
193,193,1.1666671276092528,0.009337921633444475,0.030175399780273438,0.003283755458460567,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,200,0.07,0.5,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 200, 'reg__estimator__subsample': 0.5}",-0.14103900386662555,-0.14195173637402367,-0.11958219438454291,-0.13047115472462215,-0.10157550345642988,0.12692391856124882,0.01506052381561677,40,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
194,194,1.242696762084961,0.04021791964493198,0.033376312255859374,0.009383964839026497,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,200,0.07,0.6,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 200, 'reg__estimator__subsample': 0.6}",-0.14258020996601234,-0.13848963253422666,-0.11082366216587237,-0.1326287922304711,-0.10453352503160336,0.12581116438563716,0.015269496736762062,18,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
195,195,1.308240795135498,0.03085386167179254,0.02858424186706543,0.0030366491732602657,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",,200,0.07,0.7,"{'reg__estimator': GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6), 'reg__estimator__learning_rate': 0.07, 'reg__estimator__n_estimators': 200, 'reg__estimator__subsample': 0.7}",-0.13400796861521022,-0.1433848453208319,-0.12036641654911748,-0.13429878918342963,-0.10292452542691531,0.12699650901910092,0.014103048948563141,43,"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)"
